rushingTDs,puntReturnYards,puntReturnTDs,puntReturns,passingTDs,kickReturnYards,kickReturnTDs,kickReturns,kickingPoints,interceptionYards,interceptionTDs,passesIntercepted,fumblesRecovered,totalFumbles,tacklesForLoss,defensiveTDs,tackles,sacks,qbHurries,passesDeflected,firstDowns,thirdDownEff,fourthDownEff,totalYards,netPassingYards,completionAttempts,yardsPerPass,rushingYards,rushingAttempts,yardsPerRushAttempt,totalPenaltiesYards,turnovers,fumblesLost,interceptions,possessionTime,team,home_away,points,game_id,season,week,season_type
5,11,0,1,0,24,0,1,8,,,,0,1,2,0,43,1,2,5,29,9-15,0-2,495,68,5-11,6.2,427,66,6.5,5-45,0,0,0,35:58,Georgia Tech,home,38,400937501,2017,8,regular
1,10,0,2,2,123,0,5,6,,,,0,1,8,0,55,3,1,2,20,4-11,0-3,362,252,17-30,8.4,110,31,3.5,4-40,1,0,1,24:02,Wake Forest,away,24,400937501,2017,8,regular
0,,,,1,59,0,3,1,,,,0,3,6,0,38,1,1,4,11,3-17,2-2,172,118,8-22,5.4,54,42,1.3,14-100,3,1,2,30:15,North Carolina,away,7,400937503,2017,8,regular
1,128,1,6,4,,,,11,87,1,2,1,0,13,2,29,6,2,2,21,8-17,0-1,383,202,15-27,7.5,181,46,3.9,7-60,0,0,0,29:45,Virginia Tech,home,59,400937503,2017,8,regular
1,,,,0,28,0,2,13,,,,1,0,4,0,49,0,3,2,23,9-23,1-2,399,135,14-42,3.2,264,51,5.2,3-22,4,0,4,29:19,Syracuse,away,19,400937502,2017,8,regular
1,12,0,1,2,122,0,5,9,4,0,4,0,1,9,0,48,4,6,10,22,3-13,0-1,480,344,26-43,8.0,136,32,4.3,5-42,1,1,0,30:41,Miami,home,27,400937502,2017,8,regular
3,25,0,2,0,59,0,4,6,0,0,1,1,0,5,0,32,2,2,7,20,8-18,1-2,485,149,8-18,8.3,336,57,5.9,9-88,0,0,0,39:27,Pittsburgh,away,24,400937499,2017,8,regular
0,25,0,2,2,107,0,4,5,,,,0,1,9,0,48,3,3,4,22,3-10,0-0,359,283,16-34,8.3,76,26,2.9,7-32,2,1,1,20:33,Duke,home,17,400937499,2017,8,regular
3,21,0,4,1,77,0,3,4,43,0,1,0,1,5,0,34,1,0,0,24,8-15,0-0,506,289,21-31,9.3,217,37,5.9,8-45,0,0,0,28:41,Temple,away,28,400934568,2017,8,regular
3,42,0,3,1,64,0,3,7,,,,0,,7,0,39,2,0,2,19,8-16,0-0,389,141,8-18,7.8,248,50,5.0,5-46,1,0,1,31:19,Army,home,31,400934568,2017,8,regular
1,0,0,1,0,56,0,2,4,,,,1,1,6,0,64,2,2,5,13,3-17,1-1,283,241,22-36,6.7,42,33,1.3,8-73,1,0,1,25:45,Texas,home,10,400934535,2017,8,regular
1,14,0,3,0,19,0,1,7,0,0,1,0,4,9,0,44,3,1,4,26,5-18,0-0,428,282,25-38,7.4,146,51,2.9,2-20,1,1,0,34:15,Oklahoma State,away,13,400934535,2017,8,regular
3,5,0,2,2,53,0,5,10,46,0,1,1,1,7,0,42,0,0,0,29,5-11,1-3,619,410,32-41,10.0,209,38,5.5,5-37,2,1,1,32:49,Oklahoma,away,42,400934534,2017,8,regular
4,,,,1,29,0,3,5,0,0,1,1,1,4,0,54,2,0,3,19,5-9,0-0,412,144,12-14,10.3,268,42,6.4,2-25,2,1,1,27:11,Kansas State,home,35,400934534,2017,8,regular
0,0,0,2,5,125,0,4,8,,,,0,,12,0,53,6,2,5,23,4-11,0-0,493,375,26-37,10.1,118,29,4.1,11-134,0,0,0,23:11,West Virginia,away,38,400934533,2017,8,regular
2,4,0,2,2,97,0,5,12,,,,0,1,5,0,40,1,0,5,30,3-16,3-5,497,370,24-40,9.3,127,42,3.0,6-20,0,0,0,36:49,Baylor,home,36,400934533,2017,8,regular
2,3,0,1,0,,,,1,34,0,1,0,3,2,0,39,0,3,4,24,9-17,1-3,336,207,31-41,5.0,129,41,3.1,3-30,3,2,1,29:37,Texas Tech,home,13,400934531,2017,8,regular
0,,,,3,,,,7,61,1,1,2,1,10,1,54,2,1,2,20,8-16,2-2,400,192,22-32,6.0,208,36,5.8,0-0,1,0,1,30:23,Iowa State,away,31,400934531,2017,8,regular
0,95,1,3,5,,,,7,,,,0,3,11,1,28,4,3,1,22,8-15,1-1,475,284,20-28,10.1,191,42,4.5,7-55,0,0,0,33:02,TCU,home,43,400934532,2017,8,regular
0,,,,0,67,0,3,,,,,0,2,6,0,42,1,2,0,4,2-15,0-1,21,46,8-18,2.6,-25,31,-0.8,4-40,0,0,0,26:58,Kansas,away,0,400934532,2017,8,regular
4,,,,0,46,0,3,4,,,,2,1,4,0,45,1,0,0,25,6-17,3-4,460,85,13-30,2.8,375,53,7.1,4-32,3,1,2,35:35,UNLV,home,28,400945281,2017,8,regular
5,92,0,2,2,108,0,3,10,3,0,2,1,2,3,0,45,2,0,5,25,8-14,1-1,588,323,20-29,11.1,265,47,5.6,6-55,2,2,0,24:25,Utah State,away,52,400945281,2017,8,regular
1,,,,1,61,0,2,2,,,,0,,7,0,44,4,0,1,15,6-14,2-2,242,131,12-27,4.9,111,34,3.3,1-12,2,0,2,24:10,Wyoming,away,14,400945279,2017,8,regular
2,32,0,4,1,99,0,3,6,46,0,2,0,,4,0,31,4,0,5,21,7-14,1-2,343,177,18-24,7.4,166,43,3.9,3-35,0,0,0,35:50,Boise State,home,24,400945279,2017,8,regular
2,15,0,3,1,35,0,2,6,,,,0,3,4,0,34,1,2,3,21,2-12,2-5,450,132,7-19,6.9,318,48,6.6,12-105,1,1,0,30:48,New Mexico,home,24,400945280,2017,8,regular
1,-21,0,1,2,,,,9,,,,1,0,5,0,40,2,1,1,23,7-15,0-1,411,231,17-33,7.0,180,35,5.1,8-88,0,0,0,29:12,Colorado State,away,27,400945280,2017,8,regular
2,,,,3,94,0,5,10,12,0,1,1,1,5,0,48,2,0,0,21,3-9,1-1,424,267,18-35,7.6,157,20,7.8,3-25,0,0,0,18:40,Nevada,home,42,400945278,2017,8,regular
6,12,0,1,0,50,0,3,9,,,,0,4,0,0,27,0,0,3,36,12-18,2-2,591,41,4-7,5.9,550,91,6.0,5-58,2,1,1,41:20,Air Force,away,45,400945278,2017,8,regular
0,37,0,1,0,57,0,5,3,,,,0,2,0,0,35,0,0,1,14,6-16,1-2,255,90,11-23,3.9,165,39,4.2,5-40,1,1,0,31:24,San Diego State,home,3,400945282,2017,8,regular
3,14,0,1,0,,,,9,,,,1,0,9,0,46,5,0,4,15,3-9,0-0,375,176,10-16,11.0,199,38,5.2,5-40,0,0,0,28:36,Fresno State,away,27,400945282,2017,8,regular
0,10,0,3,0,55,0,2,9,,,,1,1,9,0,35,3,5,1,14,4-17,0-1,252,158,22-34,4.6,94,35,2.7,10-115,0,0,0,25:39,Indiana,away,9,400935383,2017,8,regular
1,9,0,4,1,20,0,1,5,,,,0,3,5,0,30,2,8,1,19,6-18,1-2,274,185,16-30,6.2,89,44,2.0,3-35,1,1,0,34:21,Michigan State,home,17,400935383,2017,8,regular
2,,,,2,83,0,4,8,54,1,1,1,2,6,1,42,2,6,4,23,8-13,1-1,440,225,16-24,9.4,215,41,5.2,6-49,2,1,1,32:32,Wisconsin,home,38,400935388,2017,8,regular
0,,,,1,61,0,3,7,21,0,1,1,2,3,0,46,0,2,2,18,5-14,2-2,268,125,13-30,4.2,143,35,4.1,4-54,2,1,1,27:28,Maryland,away,13,400935388,2017,8,regular
0,2,0,5,1,38,0,3,6,,,,0,,7,0,27,1,1,1,25,3-15,1-4,474,195,23-44,4.4,279,41,6.8,9-55,2,0,2,32:06,Purdue,away,12,400935387,2017,8,regular
1,,,,1,31,0,1,2,0,0,2,0,,2,0,45,0,4,9,8,3-15,0-0,217,87,9-18,4.8,130,37,3.5,4-35,0,0,0,27:54,Rutgers,home,14,400935387,2017,8,regular
5,20,0,2,1,15,0,1,6,,,,1,0,8,0,31,7,4,2,25,4-7,0-1,506,282,17-26,10.8,224,35,6.4,1-10,1,0,1,27:04,Penn State,home,42,400935386,2017,8,regular
2,-2,0,1,0,113,0,5,1,25,0,1,0,2,7,0,29,2,1,2,16,6-16,2-4,269,166,16-28,5.9,103,42,2.5,6-59,1,1,0,32:56,Michigan,away,13,400935386,2017,8,regular
1,,,,1,49,0,2,5,19,0,2,1,4,4,0,42,1,0,2,15,8-16,0-1,282,161,20-27,6.0,121,36,3.4,5-45,2,1,1,30:17,Illinois,away,17,400935384,2017,8,regular
1,21,0,2,1,26,0,1,6,31,1,1,1,1,8,1,43,3,0,3,22,3-11,0-0,337,47,5-14,3.4,290,56,5.2,3-10,3,1,2,29:43,Minnesota,home,24,400935384,2017,8,regular
2,34,0,3,0,12,0,1,5,23,0,1,0,1,8,0,29,2,1,5,21,4-16,3-6,339,192,21-36,5.3,147,46,3.2,5-40,0,0,0,29:16,Northwestern,home,17,400935385,2017,8,regular
0,0,0,1,1,28,0,1,4,,,,0,,4,0,54,3,7,6,14,5-17,1-3,312,223,19-33,6.8,89,33,2.7,6-50,1,0,1,30:44,Iowa,away,10,400935385,2017,8,regular
2,43,0,1,0,203,0,9,8,,,,2,5,7,0,37,1,0,4,12,4-15,1-2,291,155,5-18,8.6,136,41,3.3,11-114,4,3,1,25:52,Georgia Southern,away,20,400938892,2017,8,regular
4,-2,0,1,4,,,,7,5,0,1,3,2,9,0,38,3,0,2,33,9-13,0-0,670,350,21-28,12.5,320,44,7.3,8-70,2,2,0,34:08,UMass,home,55,400938892,2017,8,regular
0,4,0,2,1,15,0,1,8,10,0,2,1,1,7,0,26,4,2,2,19,4-11,0-1,448,134,12-22,6.1,314,40,7.8,9-63,1,1,0,30:25,UT San Antonio,home,20,400938642,2017,8,regular
0,4,0,2,1,88,0,3,1,,,,1,1,7,0,35,4,3,0,13,2-10,2-4,300,145,6-14,10.4,155,41,3.8,7-70,3,1,2,29:35,Rice,away,7,400938642,2017,8,regular
2,1,0,1,2,28,0,1,7,0,0,1,1,1,11,0,55,4,0,0,22,7-15,2-3,408,266,21-36,7.4,142,37,3.8,7-67,0,0,0,29:39,UCLA,home,31,400935302,2017,8,regular
2,-7,0,1,0,56,0,2,2,,,,0,3,4,0,43,2,0,2,24,5-14,2-3,320,74,8-15,4.9,246,62,4.0,3-15,2,1,1,30:21,Oregon,away,14,400935302,2017,8,regular
4,,,,2,18,0,1,9,21,0,2,0,,7,0,50,2,1,5,24,4-10,0-0,511,166,10-15,11.1,345,46,7.5,8-88,1,0,1,25:00,Arizona,away,45,400935300,2017,8,regular
4,10,0,1,2,85,0,4,8,31,0,1,0,2,5,0,28,0,3,1,31,13-19,1-1,473,301,29-49,6.1,172,47,3.7,7-58,2,0,2,35:00,California,home,44,400935300,2017,8,regular
2,0,0,1,0,,,,2,,,,0,,9,0,48,2,1,1,23,6-15,1-2,453,259,17-28,9.3,194,44,4.4,5-47,1,0,1,26:16,Tulsa,away,14,400941827,2017,8,regular
1,3,0,2,1,21,0,2,8,0,0,1,0,1,11,0,48,6,1,3,19,9-18,0-0,441,372,23-29,12.8,69,42,1.6,11-105,0,0,0,33:44,Connecticut,home,20,400941827,2017,8,regular
0,5,0,2,0,51,0,2,,,,,2,3,3,0,37,2,3,8,13,1-17,2-6,174,94,13-34,2.8,80,40,2.0,5-45,1,1,0,26:58,Colorado,away,0,400935303,2017,8,regular
1,0,0,1,3,,,,4,,,,1,2,6,0,43,3,8,2,21,6-16,0-2,406,212,20-43,4.9,194,35,5.5,6-70,2,2,0,33:02,Washington State,home,28,400935303,2017,8,regular
1,,,,2,21,0,1,15,25,0,1,0,1,5,0,35,3,1,7,22,4-12,1-1,413,298,20-30,9.9,115,35,3.3,2-15,1,1,0,26:44,East Carolina,home,33,400941828,2017,8,regular
0,9,0,1,2,93,0,4,5,,,,1,1,4,0,34,1,2,6,22,6-15,0-2,421,319,26-41,7.8,102,31,3.3,8-69,1,0,1,33:16,BYU,away,17,400941828,2017,8,regular
2,,,,0,,,,12,39,1,4,0,,6,1,34,2,0,2,21,8-16,0-0,345,140,19-29,4.8,205,46,4.5,2-25,1,0,1,36:19,Arizona State,away,30,400935301,2017,8,regular
1,1,0,1,0,41,0,3,4,0,0,1,0,,4,0,42,1,0,3,18,3-10,0-0,265,155,19-35,4.4,110,25,4.4,6-50,4,0,4,23:41,Utah,home,10,400935301,2017,8,regular
4,,,,0,37,0,1,8,17,1,1,1,0,8,1,43,6,1,8,21,6-13,0-1,366,168,16-24,7.0,198,45,4.4,7-63,0,0,0,33:50,Marshall,away,38,400938674,2017,8,regular
0,,,,1,50,0,3,4,,,,0,3,7,0,49,0,3,3,15,5-15,0-2,273,220,14-33,6.7,53,31,1.7,5-60,2,1,1,26:10,Middle Tennessee,home,10,400938674,2017,8,regular
2,,,,2,58,0,3,7,,,,0,2,3,0,43,0,0,1,25,7-16,2-4,420,283,31-47,6.0,137,33,4.2,6-41,3,1,2,30:35,North Texas,away,31,400938639,2017,8,regular
7,-1,0,1,2,95,0,5,15,0,0,2,1,2,1,0,38,1,5,2,37,7-12,3-4,804,357,24-35,10.2,447,48,9.3,5-39,0,0,0,29:25,Florida Atlantic,home,69,400938639,2017,8,regular
0,4,0,1,3,55,0,3,14,54,0,1,1,1,8,0,29,2,1,3,30,10-23,2-2,491,301,32-53,5.7,190,45,4.2,6-40,3,1,2,40:52,Southern Mississippi,away,34,400938640,2017,8,regular
2,13,0,2,0,29,0,1,9,73,1,2,1,2,7,1,58,0,3,5,15,2-12,0-2,355,194,11-28,6.9,161,34,4.7,4-30,2,1,1,19:08,Louisiana Tech,home,27,400938640,2017,8,regular
4,24,0,2,0,121,0,6,7,0,0,1,1,2,8,0,38,3,5,1,20,8-15,1-2,448,180,17-25,7.2,268,48,5.6,9-84,4,1,3,31:43,Old Dominion,home,31,400938641,2017,8,regular
0,,,,5,111,0,6,5,13,0,3,1,2,3,0,29,0,3,1,23,7-12,0-1,416,343,25-35,9.8,73,33,2.2,5-25,2,1,1,28:17,Western Kentucky,away,35,400938641,2017,8,regular
2,,,,2,27,0,2,4,16,0,1,0,,4,0,44,0,0,3,21,4-11,0-1,415,221,9-19,11.6,194,47,4.1,12-91,1,0,1,33:22,Tulane,home,28,400941829,2017,8,regular
3,10,0,1,2,27,0,1,4,0,0,1,0,,10,0,40,2,0,1,25,6-15,2-2,505,127,10-24,5.3,378,52,7.3,7-89,1,0,1,26:38,South Florida,away,34,400941829,2017,8,regular
2,8,0,1,2,39,0,2,7,0,0,1,1,1,8,0,32,2,0,3,26,10-17,2-2,435,295,26-37,8.0,140,44,3.2,7-74,1,0,1,30:05,SMU,away,31,400941826,2017,8,regular
1,13,0,1,2,,,,8,39,0,1,0,1,5,0,42,3,0,2,26,8-16,1-1,438,189,22-35,5.4,249,42,5.9,6-46,2,1,1,29:55,Cincinnati,home,28,400941826,2017,8,regular
2,,,,1,83,0,3,3,30,0,1,0,1,7,0,49,1,0,2,19,9-17,0-3,419,171,5-14,12.2,248,59,4.2,4-40,3,1,2,33:59,Navy,home,21,400941825,2017,8,regular
3,11,0,1,1,111,0,4,7,11,0,2,1,0,3,0,43,0,1,3,22,8-13,0-1,483,236,16-24,9.8,247,42,5.9,7-55,1,0,1,26:01,UCF,away,31,400941825,2017,8,regular
4,20,0,1,1,175,1,7,6,7,0,1,2,1,7,1,64,1,4,5,28,5-13,0-0,501,471,33-53,8.9,30,23,1.3,2-10,2,1,1,22:22,Memphis,away,42,400941824,2017,8,regular
4,,,,1,58,0,4,8,58,0,1,1,2,7,0,40,2,5,5,25,11-21,2-3,554,315,29-41,7.7,239,54,4.4,8-72,3,2,1,37:38,Houston,home,38,400941824,2017,8,regular
2,0,0,1,1,59,0,3,6,40,0,3,0,3,5,0,40,0,2,2,18,4-13,0-0,344,182,21-29,6.3,162,33,4.9,4-30,2,2,0,26:02,UAB,away,24,400938638,2017,8,regular
2,31,0,5,1,53,0,2,5,,,,2,2,3,0,35,0,2,3,15,3-18,3-4,376,154,14-28,5.5,222,49,4.5,12-135,2,0,2,33:58,Charlotte,home,25,400938638,2017,8,regular
3,,,,2,,,,11,0,0,1,1,1,12,0,39,5,3,6,29,5-13,0-1,571,309,24-40,7.7,262,43,6.1,7-60,1,1,0,26:05,Arkansas State,home,47,400944857,2017,8,regular
0,,,,0,79,0,7,3,,,,1,3,3,0,41,1,0,4,17,4-18,0-2,270,179,15-36,5.0,91,41,2.2,6-74,2,1,1,33:55,Louisiana,away,3,400944857,2017,8,regular
1,,,,3,61,0,3,9,0,0,1,1,0,1,0,43,0,2,4,26,7-12,0-1,549,317,20-33,9.6,232,35,6.6,7-65,1,0,1,32:42,South Alabama,home,33,400944859,2017,8,regular
3,,,,0,88,0,4,5,16,0,1,0,3,6,0,38,0,3,2,20,7-13,1-2,486,179,14-23,7.8,307,41,7.5,4-18,2,1,1,27:18,Louisiana Monroe,away,23,400944859,2017,8,regular
0,1,0,1,1,158,0,7,4,6,0,1,1,0,1,0,28,0,0,1,16,7-19,2-3,307,255,25-40,6.4,52,33,1.6,2-20,1,0,1,32:44,Georgia State,home,10,400944860,2017,8,regular
2,-12,0,3,2,68,0,3,10,8,0,1,0,1,10,0,48,4,0,6,20,4-11,1-1,457,335,25-36,9.3,122,22,5.5,1-5,2,1,1,27:16,Troy,away,34,400944860,2017,8,regular
1,13,0,1,2,114,0,6,11,,,,0,4,3,0,37,1,1,7,18,5-12,0-1,434,332,17-29,11.4,102,30,3.4,10-85,2,2,0,28:16,Coastal Carolina,away,29,400944858,2017,8,regular
3,12,0,3,2,40,0,4,7,,,,2,0,3,0,37,2,2,8,27,7-13,0-0,549,427,23-39,10.9,122,35,3.5,8-72,0,0,0,31:44,Appalachian State,home,37,400944858,2017,8,regular
1,114,0,9,4,,,,7,61,0,2,0,1,10,0,27,7,4,4,24,3-14,0-0,417,297,25-40,7.4,120,40,3.0,13-126,2,1,1,31:39,Arkansas State,away,37,400944862,2017,9,regular
2,,,,1,78,0,2,3,0,0,1,1,0,11,0,45,5,4,6,13,3-17,0-1,256,221,20-40,5.5,35,32,1.1,4-39,2,0,2,28:21,New Mexico State,home,21,400944862,2017,9,regular
0,10,0,1,3,46,0,2,5,,,,0,1,7,0,42,1,2,4,25,7-13,0-2,503,405,24-37,10.9,98,29,3.4,2-15,2,1,1,25:42,Louisiana Monroe,away,23,400944865,2017,9,regular
1,,,,3,30,0,2,7,7,0,1,1,0,7,0,39,2,3,1,27,8-15,0-1,518,360,28-42,8.6,158,39,4.1,5-56,0,0,0,34:18,Idaho,home,31,400944865,2017,9,regular
0,22,1,3,1,118,0,5,2,,,,0,1,9,1,43,2,1,4,14,5-16,0-2,263,213,17-37,5.8,50,24,2.1,12-89,1,0,1,25:43,NC State,away,14,400934579,2017,9,regular
2,11,0,3,2,73,0,3,5,69,1,1,0,,5,1,29,1,6,7,25,9-16,0-0,422,104,10-19,5.5,318,54,5.9,4-29,0,0,0,34:17,Notre Dame,home,35,400934579,2017,9,regular
1,0,0,1,0,68,0,3,1,2,0,1,0,2,5,0,13,0,1,2,15,4-15,0-2,249,66,10-25,2.6,183,41,4.5,14-85,2,1,1,34:55,Florida,home,7,400933898,2017,9,regular
4,24,0,3,1,,,,6,13,0,1,1,0,8,0,27,5,8,3,14,3-8,0-0,393,101,4-7,14.4,292,35,8.3,7-40,1,0,1,25:05,Georgia,away,42,400933898,2017,9,regular
4,,,,0,123,0,5,3,,,,0,4,12,0,52,7,1,1,17,3-7,0-0,371,82,7-16,5.1,289,36,8.0,4-44,4,4,0,21:35,Kentucky,home,29,400933899,2017,9,regular
2,-2,0,2,0,26,0,3,14,,,,4,0,2,0,35,0,2,2,27,6-16,1-1,445,242,18-23,10.5,203,55,3.7,9-54,0,0,0,38:25,Tennessee,away,26,400933899,2017,9,regular
0,21,0,3,4,52,0,2,3,,,,0,2,3,0,46,1,1,7,27,8-15,0-2,440,333,27-49,6.8,107,23,4.7,10-100,1,0,1,29:24,Vanderbilt,away,27,400933902,2017,9,regular
3,,,,1,23,0,1,10,10,0,1,0,,1,0,40,0,2,10,26,7-14,0-0,386,174,19-29,6.0,212,37,5.7,7-50,0,0,0,30:36,South Carolina,home,34,400933902,2017,9,regular
1,,,,3,156,0,7,8,54,0,1,2,1,3,0,24,1,1,5,27,12-19,0-2,449,189,19-30,6.3,260,53,4.9,1-10,2,1,1,40:27,Arkansas,away,38,400933900,2017,9,regular
4,15,0,1,0,127,0,10,13,15,0,1,1,2,10,0,53,4,9,0,22,4-9,0-0,566,368,20-30,12.3,198,29,6.8,3-27,3,2,1,19:33,Ole Miss,home,37,400933900,2017,9,regular
1,29,0,2,1,55,0,3,2,0,0,1,0,,5,0,35,2,1,2,15,7-17,0-1,285,189,16-41,4.6,96,28,3.4,4-30,3,0,3,23:51,Texas A&M,home,14,400933903,2017,9,regular
2,7,0,2,2,29,0,1,5,113,1,3,0,2,6,1,29,3,6,5,19,6-14,0-0,369,141,12-21,6.7,228,52,4.4,5-45,1,0,1,36:09,Mississippi State,away,35,400933903,2017,9,regular
2,,,,0,56,0,3,8,0,0,1,0,,4,0,30,1,0,2,28,8-18,2-2,454,313,34-50,6.3,141,34,4.1,4-31,1,0,1,33:52,Buffalo,away,20,400945007,2017,9,regular
0,,,,3,88,0,4,3,0,0,1,0,1,4,0,51,1,1,3,19,7-12,0-0,367,286,21-29,9.9,81,25,3.2,4-49,1,0,1,26:08,Akron,home,21,400945007,2017,9,regular
2,,,,0,92,0,4,5,,,,1,0,1,0,15,0,2,5,16,3-19,1-4,309,105,18-37,2.8,204,46,4.4,3-25,0,0,0,39:01,Ball State,home,17,400945006,2017,9,regular
4,108,1,4,3,16,0,1,10,,,,0,2,8,1,35,3,1,5,16,1-8,0-1,602,267,8-18,14.8,335,34,9.9,8-90,1,1,0,20:59,Toledo,away,58,400945006,2017,9,regular
2,19,0,4,2,75,0,3,6,,,,0,4,7,0,53,2,1,2,18,3-17,0-1,392,278,23-40,6.9,114,36,3.2,9-72,1,1,0,28:31,Northern Illinois,home,30,400945005,2017,9,regular
0,48,1,4,2,61,0,4,9,,,,1,0,6,1,52,2,2,2,15,5-20,0-0,403,307,23-45,6.8,96,33,2.9,6-69,0,0,0,31:29,Eastern Michigan,away,27,400945005,2017,9,regular
3,30,0,3,2,68,0,2,5,1,0,1,2,0,6,0,23,2,1,4,19,6-16,2-4,329,88,7-21,4.2,241,55,4.4,1-10,0,0,0,35:15,Boston College,home,35,400937504,2017,9,regular
0,-10,0,4,0,45,0,2,3,,,,0,2,3,0,31,0,3,6,10,4-14,1-2,213,149,12-27,5.5,64,29,2.2,7-71,3,2,1,24:45,Florida State,away,3,400937504,2017,9,regular
1,12,0,2,0,82,0,5,4,,,,1,3,5,0,52,0,2,0,10,3-15,1-2,230,32,3-13,2.5,198,43,4.6,2-20,1,1,0,28:45,Georgia Tech,away,10,400937505,2017,9,regular
1,1,0,1,2,45,0,3,6,,,,1,4,11,0,29,4,4,1,21,7-17,0-0,428,207,22-33,6.3,221,45,4.9,5-45,1,1,0,31:15,Clemson,home,24,400937505,2017,9,regular
3,-2,0,1,1,31,0,2,6,,,,1,1,6,0,42,1,1,1,30,6-17,2-3,523,332,28-46,7.2,191,42,4.5,0-0,1,0,1,33:59,Louisville,away,32,400937507,2017,9,regular
1,5,0,2,5,50,0,4,6,0,0,1,0,3,11,0,55,7,1,10,26,8-13,1-3,625,461,28-34,13.6,164,39,4.2,6-55,1,1,0,26:01,Wake Forest,home,42,400937507,2017,9,regular
0,,,,0,33,0,1,3,,,,0,2,2,0,37,1,2,6,10,4-15,0-2,183,82,10-24,3.4,101,35,2.9,7-53,2,1,1,26:31,Duke,away,3,400937506,2017,9,regular
2,40,0,5,1,51,0,2,6,15,0,1,1,0,9,0,27,1,7,4,23,6-16,1-4,387,200,13-28,7.1,187,48,3.9,3-40,0,0,0,33:29,Virginia Tech,home,24,400937506,2017,9,regular
0,,,,2,52,0,2,7,8,0,1,1,1,3,0,27,2,8,12,27,6-18,2-4,428,252,20-46,5.5,176,46,3.8,7-56,4,1,3,32:51,North Carolina,home,19,400937508,2017,9,regular
0,28,0,2,3,30,0,2,6,16,0,3,1,3,10,0,43,3,4,7,16,4-17,1-2,415,356,17-41,8.7,59,32,1.8,5-60,2,1,1,27:09,Miami,away,24,400937508,2017,9,regular
2,75,1,2,1,3,0,1,7,16,0,1,0,1,4,1,47,3,8,3,19,5-12,0-0,310,134,10-18,7.4,176,40,4.4,6-65,1,0,1,29:24,Pittsburgh,home,31,400937509,2017,9,regular
0,18,0,3,2,130,0,4,2,1,0,1,0,,6,0,37,1,4,3,20,6-17,1-5,314,212,22-42,5.0,102,31,3.3,3-45,1,0,1,30:36,Virginia,away,14,400937509,2017,9,regular
1,9,2,1,2,85,0,4,7,39,1,1,3,3,9,2,67,0,1,7,19,2-15,3-3,347,285,20-42,6.8,62,30,2.1,6-41,5,1,4,22:51,West Virginia,home,39,400934537,2017,9,regular
4,26,0,2,3,46,0,4,8,102,0,4,1,3,5,0,47,1,3,6,27,8-18,3-3,462,216,20-34,6.4,246,56,4.4,6-56,4,3,1,37:09,Oklahoma State,away,50,400934537,2017,9,regular
1,-3,0,1,1,65,0,4,8,,,,1,2,12,0,47,4,1,1,20,6-16,0-2,482,418,23-48,8.7,64,28,2.3,4-26,2,1,1,28:55,Kansas,home,20,400934536,2017,9,regular
2,61,0,3,0,183,1,5,12,0,0,1,1,1,9,1,50,4,0,6,15,3-11,0-1,340,138,8-13,10.6,202,43,4.7,6-35,1,1,0,31:05,Kansas State,away,30,400934536,2017,9,regular
3,-1,0,2,1,55,0,2,8,43,1,1,2,0,10,1,49,3,2,4,19,5-15,0-2,427,256,27-36,7.1,171,35,4.9,7-72,1,0,1,29:43,Texas,away,38,400934538,2017,9,regular
1,5,0,1,0,95,0,4,1,20,0,1,0,2,8,0,44,3,2,3,12,4-18,1-5,249,218,21-38,5.7,31,37,0.8,6-34,3,2,1,30:17,Baylor,home,7,400934538,2017,9,regular
0,17,0,1,4,64,0,3,3,0,0,1,0,,2,0,42,1,2,3,24,5-14,1-3,437,322,22-36,8.9,115,34,3.4,6-63,1,0,1,27:58,Texas Tech,away,27,400934539,2017,9,regular
3,,,,4,50,0,2,7,0,0,1,0,1,3,0,43,2,0,3,31,7-13,2-2,617,281,22-34,8.3,336,47,7.1,7-94,1,0,1,32:02,Oklahoma,home,49,400934539,2017,9,regular
0,,,,0,135,1,3,1,0,0,1,0,2,5,1,45,2,1,10,14,4-14,0-0,307,135,12-25,5.4,172,34,5.1,11-104,3,1,2,27:39,TCU,away,7,400934540,2017,9,regular
0,42,0,1,2,49,0,2,2,70,0,2,1,0,7,0,32,1,1,3,17,3-13,0-0,255,202,21-35,5.8,53,33,1.6,4-35,1,0,1,32:21,Iowa State,home,14,400934540,2017,9,regular
1,3,0,1,0,55,0,3,4,0,0,1,0,1,4,0,45,2,2,1,23,9-23,1-3,354,233,22-52,4.5,121,41,3.0,5-65,1,0,1,30:39,Connecticut,home,12,400933901,2017,9,regular
2,3,0,4,5,28,0,2,10,0,0,1,0,,9,0,47,5,2,8,31,7-12,0-1,583,408,34-43,9.5,175,34,5.1,12-107,1,0,1,29:21,Missouri,away,52,400933901,2017,9,regular
0,3,0,3,5,,,,11,,,,0,,6,0,24,0,4,6,27,7-15,0-0,533,370,24-34,10.9,163,45,3.6,9-72,0,0,0,37:54,Boise State,away,41,400945284,2017,9,regular
1,-3,0,3,1,52,0,2,2,,,,0,,8,0,26,3,3,1,13,4-15,1-2,279,186,18-34,5.5,93,27,3.4,7-72,0,0,0,22:06,Utah State,home,14,400945284,2017,9,regular
